"국가별","시점",국내총생산(GDP)(당해년 가격) (10억US$),1인당 GDP(당해년 가격) (달러),GDP 성장률 (%),수출 (100만달러),수입 (100만달러),장래인구 (1000명),실업률 (%),소비자물가지수 (2010=100),조강생산량 (1000M/T),인터넷 이용률 (%)
"뉴질랜드","2013",190.9,42977,2.7,39445,39641,4519,5.8,106.3,900,82.8
"뉴질랜드","2014",201.3,44573,3.8,41623,42519,4568,5.4,107.6,859,85.5
"뉴질랜드","2015",178.1,38631,3.7,34354,36550,4615,5.4,107.9,793,88.2
"뉴질랜드","2016",188.9,40080,3.7,33740,36063,4659,5.2,108.6,577,88.5
"뉴질랜드","2017",207.0,42993,3.6,38063,40115,4702,4.7,110.7,657,90.8
"뉴질랜드","2018",212.2,43306,3.2,39673,43790,4743,4.3,112.4,652,-
"뉴질랜드","2019",209.1,41999,1.6,39516,42362,4783,4.1,114.2,667,-
"뉴질랜드","2020",212.5,41792,1.0,38897,37135,4822,4.6,116.2,-,-
"뉴질랜드","2021",-,-,-,-,-,4861,-,-,-,-
"OECD","1990",-,-,-,-,-,1108776,-,-,-,-
"OECD","1991",-,-,-,-,-,1117830,-,-,-,-
"OECD","1992",-,-,-,-,-,1127008,-,-,-,-
"OECD","1993",-,-,-,-,-,1136220,-,-,-,-
"OECD","1994",-,-,-,-,-,1145385,-,-,-,-
"OECD","1995",-,-,-,-,-,1154456,-,-,464869,-
"OECD","1996",-,-,-,-,-,1163389,-,-,454550,-
"OECD","1997",-,-,-,-,-,1172225,-,-,485116,-
"OECD","1998",-,-,-,-,-,1180917,-,-,472038,-
"OECD","1999",-,-,-,-,-,1189639,-,-,466888,-
"OECD","2000",-,-,-,-,-,1198505,-,-,496400,-
"OECD","2001",-,-,-,-,-,1207427,-,-,472588,-
"OECD","2002",-,-,-,-,-,1216328,-,-,484310,-
"OECD","2003",-,-,-,-,-,1225300,-,-,496811,-
"OECD","2004",-,-,-,-,-,1234344,-,-,520430,-
"OECD","2005",-,-,-,-,-,1243441,-,-,508226,-
"OECD","2006",-,-,-,-,-,1252846,-,-,530785,-
"OECD","2007",-,-,-,-,-,1262369,-,-,544716,-
"OECD","2008",-,-,-,-,-,1272023,-,-,528669,-
"OECD","2009",-,-,-,-,-,1281419,-,-,390326,-
"OECD","2010",-,-,-,-,-,1290552,-,-,488906,-
"OECD","2011",-,-,-,-,-,1299491,-,-,513117,-
"OECD","2012",-,-,-,-,-,1307995,-,-,508354,-
"OECD","2013",-,-,-,-,-,1316234,-,-,502143,-
"OECD","2014",-,-,-,-,-,1324447,-,-,511567,-
"OECD","2015",-,-,-,-,-,1332584,-,-,488485,-
"OECD","2016",-,-,-,-,-,1340676,-,-,485500,-
"OECD","2017",-,-,-,-,-,1348646,-,-,503585,-
"OECD","2018",-,-,-,-,-,1356461,-,-,508622,-
"OECD","2019",-,-,-,-,-,1363587,-,-,518057,-
"OECD","2020",-,-,-,-,-,1369960,-,-,-,-
"OECD","2021",-,-,-,-,-,1375490,-,-,-,-
